PostalCode,City,FederalState
53119,Bonn,Nordrhein-Westfalen
53121,Bonn,Nordrhein-Westfalen
53123,Bonn,Nordrhein-Westfalen
53125,Bonn,Nordrhein-Westfalen
53127,Bonn,Nordrhein-Westfalen
53129,Bonn,Nordrhein-Westfalen
53173,Bonn,Nordrhein-Westfalen
53175,Bonn,Nordrhein-Westfalen
53177,Bonn,Nordrhein-Westfalen
53179,Bonn,Nordrhein-Westfalen
53225,Bonn,Nordrhein-Westfalen
53227,Bonn,Nordrhein-Westfalen
53229,Bonn,Nordrhein-Westfalen
53520,Trierscheid,Rheinland-Pfalz
53819,Neunkirchen-Seelscheid,Saarland
53859,Niederkassel,Hessen
53902,Bad Münstereifel,Nordrhein-Westfalen
54290,Trier,Rheinland-Pfalz
54292,Trier,Rheinland-Pfalz
54293,Trier,Rheinland-Pfalz
54294,Trier,Rheinland-Pfalz
54295,Trier,Rheinland-Pfalz
54296,Trier,Rheinland-Pfalz
54311,Trierweiler,Rheinland-Pfalz
54426,Neunkirchen,Saarland
54518,Heckenmünster,Nordrhein-Westfalen
55116,Mainz,Rheinland-Pfalz
55118,Mainz,Rheinland-Pfalz
55120,Mainz,Rheinland-Pfalz
55122,Mainz,Rheinland-Pfalz
55124,Mainz,Rheinland-Pfalz
55126,Mainz,Rheinland-Pfalz
55127,Mainz,Rheinland-Pfalz
55128,Mainz,Rheinland-Pfalz
55129,Mainz,Rheinland-Pfalz
55130,Mainz,Rheinland-Pfalz
55131,Mainz,Rheinland-Pfalz
55246,Wiesbaden,Hessen
55252,Wiesbaden,Hessen
55270,Essenheim,Nordrhein-Westfalen
55424,Münster-Sarmsheim,Nordrhein-Westfalen
55743,Gerach,Thüringen
56068,Koblenz,Rheinland-Pfalz
56070,Koblenz,Rheinland-Pfalz
56072,Koblenz,Rheinland-Pfalz
56073,Koblenz,Rheinland-Pfalz
56075,Koblenz,Rheinland-Pfalz
56076,Koblenz,Rheinland-Pfalz
56077,Koblenz,Rheinland-Pfalz
56237,Sessenbach,Nordrhein-Westfalen
56244,Sessenhausen,Nordrhein-Westfalen
56294,Münstermaifeld,Nordrhein-Westfalen
56330,Koblenz,Rheinland-Pfalz
56479,Neunkirchen,Saarland
56766,Ulmen,Baden-Württemberg
57290,Neunkirchen,Saarland
57587,Birken-Honigsessen,Nordrhein-Westfalen
60310,Frankfurt am Main,Hessen
60311,Frankfurt am Main,Hessen
60313,Frankfurt am Main,Hessen
60314,Frankfurt am Main,Hessen
60316,Frankfurt am Main,Hessen
60318,Frankfurt am Main,Hessen
60320,Frankfurt am Main,Hessen
60322,Frankfurt am Main,Hessen
60323,Frankfurt am Main,Hessen
60325,Frankfurt am Main,Hessen
60326,Frankfurt am Main,Hessen
60327,Frankfurt am Main,Hessen
60329,Frankfurt am Main,Hessen
60385,Frankfurt am Main,Hessen
60386,Frankfurt am Main,Hessen
60388,Frankfurt am Main,Hessen
60389,Frankfurt am Main,Hessen
60431,Frankfurt am Main,Hessen
60433,Frankfurt am Main,Hessen
60435,Frankfurt am Main,Hessen
60437,Frankfurt am Main,Hessen
60438,Frankfurt am Main,Hessen
60439,Frankfurt am Main,Hessen
60486,Frankfurt am Main,Hessen
60487,Frankfurt am Main,Hessen
60488,Frankfurt am Main,Hessen
60489,Frankfurt am Main,Hessen
60528,Frankfurt am Main,Hessen
60529,Frankfurt am Main,Hessen
60549,Frankfurt am Main,Hessen
60594,Frankfurt am Main,Hessen
60596,Frankfurt am Main,Hessen
60598,Frankfurt am Main,Hessen
60599,Frankfurt am Main,Hessen
61169,Friedberg (Hessen),Nordrhein-Westfalen
61348,Bad Homburg vor der Höhe,Saarland
61350,Bad Homburg vor der Höhe,Saarland
61352,Bad Homburg vor der Höhe,Saarland
63065,Offenbach am Main,Hessen
63067,Offenbach am Main,Hessen
63069,Offenbach am Main,Hessen
63071,Offenbach am Main,Hessen
63073,Offenbach am Main,Hessen
63075,Offenbach am Main,Hessen
63628,Bad Soden-Salmünster,Nordrhein-Westfalen
63856,Bessenbach,Nordrhein-Westfalen
63930,Neunkirchen,Saarland
64283,Darmstadt,Hessen
64285,Darmstadt,Hessen
64287,Darmstadt,Hessen
64289,Darmstadt,Hessen
64291,Darmstadt,Hessen
64293,Darmstadt,Hessen
64295,Darmstadt,Hessen
64297,Darmstadt,Hessen
64521,Groß-Gerau,Thüringen
64839,Münster (Hessen),Nordrhein-Westfalen
65183,Wiesbaden,Hessen
65185,Wiesbaden,Hessen
65187,Wiesbaden,Hessen
65189,Wiesbaden,Hessen
65191,Wiesbaden,Hessen
65193,Wiesbaden,Hessen
65195,Wiesbaden,Hessen
65197,Wiesbaden,Hessen
65199,Wiesbaden,Hessen
65201,Wiesbaden,Hessen
65203,Wiesbaden,Hessen
65205,Wiesbaden,Hessen
65207,Wiesbaden,Hessen
65929,Frankfurt am Main,Hessen
65931,Frankfurt am Main,Hessen
65933,Frankfurt am Main,Hessen
65934,Frankfurt am Main,Hessen
65936,Frankfurt am Main,Hessen
66111,Saarbrücken,Saarland
66113,Saarbrücken,Saarland
66115,Saarbrücken,Saarland
66117,Saarbrücken,Saarland
66119,Saarbrücken,Saarland
66121,Saarbrücken,Saarland
66123,Saarbrücken,Saarland
66125,Saarbrücken,Saarland
66126,Saarbrücken,Saarland
66127,Saarbrücken,Saarland
66128,Saarbrücken,Saarland
66129,Saarbrücken,Saarland
66130,Saarbrücken,Saarland
66131,Saarbrücken,Saarland
66132,Saarbrücken,Saarland
66133,Saarbrücken,Saarland
66424,Homburg,Saarland
66538,Neunkirchen,Saarland
66539,Neunkirchen,Saarland
66540,Neunkirchen,Saarland
66887,Ulmet,Baden-Württemberg
67059,Ludwigshafen am Rhein,Rheinland-Pfalz
67061,Ludwigshafen am Rhein,Rheinland-Pfalz
67063,Ludwigshafen am Rhein,Rheinland-Pfalz
67065,Ludwigshafen am Rhein,Rheinland-Pfalz
67067,Ludwigshafen am Rhein,Rheinland-Pfalz
67069,Ludwigshafen am Rhein,Rheinland-Pfalz
67071,Ludwigshafen am Rhein,Rheinland-Pfalz
67822,Münsterappel,Nordrhein-Westfalen
69115,Heidelberg,Baden-Württemberg
69117,Heidelberg,Baden-Württemberg
69118,Heidelberg,Baden-Württemberg
69120,Heidelberg,Baden-Württemberg
69121,Heidelberg,Baden-Württemberg
69123,Heidelberg,Baden-Württemberg
69124,Heidelberg,Baden-Württemberg
69126,Heidelberg,Baden-Württemberg
69437,Neckargerach,Thüringen
70173,Stuttgart,Baden-Württemberg
70174,Stuttgart,Baden-Württemberg
70176,Stuttgart,Baden-Württemberg
70178,Stuttgart,Baden-Württemberg
70180,Stuttgart,Baden-Württemberg
70182,Stuttgart,Baden-Württemberg
70184,Stuttgart,Baden-Württemberg
70186,Stuttgart,Baden-Württemberg
70188,Stuttgart,Baden-Württemberg
70190,Stuttgart,Baden-Württemberg
70191,Stuttgart,Baden-Württemberg
70192,Stuttgart,Baden-Württemberg
70193,Stuttgart,Baden-Württemberg
70195,Stuttgart,Baden-Württemberg
70197,Stuttgart,Baden-Württemberg
70199,Stuttgart,Baden-Württemberg
70327,Stuttgart,Baden-Württemberg
70329,Stuttgart,Baden-Württemberg
70372,Stuttgart,Baden-Württemberg
70374,Stuttgart,Baden-Württemberg
70376,Stuttgart,Baden-Württemberg
70378,Stuttgart,Baden-Württemberg
70435,Stuttgart,Baden-Württemberg
70437,Stuttgart,Baden-Württemberg
70439,Stuttgart,Baden-Württemberg
70469,Stuttgart,Baden-Württemberg
70499,Stuttgart,Baden-Württemberg
70563,Stuttgart,Baden-Württemberg
70565,Stuttgart,Baden-Württemberg
70567,Stuttgart,Baden-Württemberg
70569,Stuttgart,Baden-Württemberg
70597,Stuttgart,Baden-Württemberg
70599,Stuttgart,Baden-Württemberg
70619,Stuttgart,Baden-Württemberg
70629,Stuttgart,Baden-Württemberg
74172,Neckarsulm,Baden-Württemberg
74182,Obersulm,Baden-Württemberg
74582,Gerabronn,Thüringen
74585,Gerabronn,Thüringen
74867,Neunkirchen,Saarland
76131,Karlsruhe,Baden-Württemberg
76133,Karlsruhe,Baden-Württemberg
76135,Karlsruhe,Baden-Württemberg
76137,Karlsruhe,Baden-Württemberg
76139,Karlsruhe,Baden-Württemberg
76149,Karlsruhe,Baden-Württemberg
76185,Karlsruhe,Baden-Württemberg
76187,Karlsruhe,Baden-Württemberg
76189,Karlsruhe,Baden-Württemberg
76199,Karlsruhe,Baden-Württemberg
76227,Karlsruhe,Baden-Württemberg
76228,Karlsruhe,Baden-Württemberg
76229,Karlsruhe,Baden-Württemberg
76889,Klingenmünster,Nordrhein-Westfalen
77836,Rheinmünster,Nordrhein-Westfalen
79098,Freiburg im Breisgau,Baden-Württemberg
79100,Freiburg im Breisgau,Baden-Württemberg
79102,Freiburg im Breisgau,Baden-Württemberg
79104,Freiburg im Breisgau,Baden-Württemberg
79106,Freiburg im Breisgau,Baden-Württemberg
79108,Freiburg im Breisgau,Baden-Württemberg
79110,Freiburg im Breisgau,Baden-Württemberg
79111,Freiburg im Breisgau,Baden-Württemberg
79112,Freiburg im Breisgau,Baden-Württemberg
79114,Freiburg im Breisgau,Baden-Württemberg
79115,Freiburg im Breisgau,Baden-Württemberg
79117,Freiburg im Breisgau,Baden-Württemberg
79244,Münstertal,Nordrhein-Westfalen
79848,Bonndorf im Schwarzwald,Nordrhein-Westfalen
80331,München,Bayern
80333,München,Bayern
80335,München,Bayern
80336,München,Bayern
80337,München,Bayern
80339,München,Bayern
80469,München,Bayern
80538,München,Bayern
80539,München,Bayern
80634,München,Bayern
80636,München,Bayern
80637,München,Bayern
80638,München,Bayern
80639,München,Bayern
80686,München,Bayern
80687,München,Bayern
80689,München,Bayern
80796,München,Bayern
80797,München,Bayern
80798,München,Bayern
80799,München,Bayern
80801,München,Bayern
80802,München,Bayern
80803,München,Bayern
80804,München,Bayern
80805,München,Bayern
80807,München,Bayern
80809,München,Bayern
80933,München,Bayern
80935,München,Bayern
80937,München,Bayern
80939,München,Bayern
80992,München,Bayern
80993,München,Bayern
80995,München,Bayern
80997,München,Bayern
80999,München,Bayern
81241,München,Bayern
81243,München,Bayern
81245,München,Bayern
81247,München,Bayern
81248,München,Bayern
81249,München,Bayern
81369,München,Bayern
81371,München,Bayern
81373,München,Bayern
81375,München,Bayern
81377,München,Bayern
81379,München,Bayern
84389,Postmünster,Nordrhein-Westfalen
84552,Geratskirchen,Thüringen
85049,Ingolstadt,Bayern
85051,Ingolstadt,Bayern
85053,Ingolstadt,Bayern
85055,Ingolstadt,Bayern
85057,Ingolstadt,Bayern
85126,Münchsmünster,Nordrhein-Westfalen
85250,Altomünster,Nordrhein-Westfalen
85304,Ilmmünster,Nordrhein-Westfalen
86150,Augsburg,Bayern
86152,Augsburg,Bayern
86153,Augsburg,Bayern
86154,Augsburg,Bayern
86156,Augsburg,Bayern
86157,Augsburg,Bayern
86159,Augsburg,Bayern
86161,Augsburg,Bayern
86163,Augsburg,Bayern
86165,Augsburg,Bayern
86167,Augsburg,Bayern
86169,Augsburg,Bayern
86179,Augsburg,Bayern
86199,Augsburg,Bayern
86316,Augsburg,Bayern
86450,Altenmünster,Nordrhein-Westfalen
86505,Münsterhausen,Nordrhein-Westfalen
86692,Münster,Nordrhein-Westfalen
89073,Ulm,Baden-Württemberg
89075,Ulm,Baden-Württemberg
89077,Ulm,Baden-Württemberg
89079,Ulm,Baden-Württemberg
89081,Ulm,Baden-Württemberg
89160,Ulm,Baden-Württemberg
89231,Neu-Ulm,Baden-Württemberg
89233,Neu-Ulm,Baden-Württemberg
90402,Nürnberg,Bayern
90403,Nürnberg,Bayern
90408,Nürnberg,Bayern
90409,Nürnberg,Bayern
90411,Nürnberg,Bayern
90419,Nürnberg,Bayern
90425,Nürnberg,Bayern
90427,Nürnberg,Bayern
90429,Nürnberg,Bayern
90431,Nürnberg,Bayern
90439,Nürnberg,Bayern
90441,Nürnberg,Bayern
90443,Nürnberg,Bayern
90449,Nürnberg,Bayern
90451,Nürnberg,Bayern
90453,Nürnberg,Bayern
90455,Nürnberg,Bayern
90459,Nürnberg,Bayern
90461,Nürnberg,Bayern
90469,Nürnberg,Bayern
90471,Nürnberg,Bayern
90473,Nürnberg,Bayern
90475,Nürnberg,Bayern
90478,Nürnberg,Bayern
90480,Nürnberg,Bayern
90482,Nürnberg,Bayern
90489,Nürnberg,Bayern
90491,Nürnberg,Bayern
90518,Altdorf bei Nürnberg,Bayern
90571,Schwaig bei Nürnberg,Bayern
91077,Neunkirchen am Brand,Saarland
91233,Neunkirchen a. Sand,Saarland
93047,Regensburg,Bayern
93049,Regensburg,Bayern
93051,Regensburg,Bayern
93053,Regensburg,Bayern
93055,Regensburg,Bayern
93057,Regensburg,Bayern
93059,Regensburg,Bayern
94094,Rotthalmünster,Nordrhein-Westfalen
95326,Kulmbach,Baden-Württemberg
95508,Kulmain,Baden-Württemberg
95514,Neustadt am Kulm,Baden-Württemberg
96161,Gerach,Thüringen
97070,Würzburg,Bayern
97072,Würzburg,Bayern
97074,Würzburg,Bayern
97076,Würzburg,Bayern
97078,Würzburg,Bayern
97080,Würzburg,Bayern
97082,Würzburg,Bayern
97084,Würzburg,Bayern
97262,Hausen bei Würzburg,Bayern
99084,Erfurt,Thüringen
99085,Erfurt,Thüringen
99086,Erfurt,Thüringen
99087,Erfurt,Thüringen
99089,Erfurt,Thüringen
99090,Erfurt,Thüringen
99091,Erfurt,Thüringen
99092,Erfurt,Thüringen
99094,Erfurt,Thüringen
99095,Erfurt,Thüringen
99096,Erfurt,Thüringen
99097,Erfurt,Thüringen
99098,Erfurt,Thüringen
99099,Erfurt,Thüringen
99330,Geratal,Thüringen
99331,Geratal,Thüringen
99423,Weimar,Thüringen
99425,Weimar,Thüringen
99427,Weimar,Thüringen
99428,Weimar,Thüringen
